	Plac.mean	E2.mean	E2c_Plac
1415892_at	35.5198272625704	39.2703662513075	1.10559001205193
1415893_at	27.3831378750125	29.2631078613877	1.06865429356402
1415894_at	129.206361700047	136.109267527966	1.0534254330599
1415895_at	2005.07748731022	2190.8696380635	1.09266083327409
1415896_x_at	1339.92539679374	1490.45175994909	1.11233936121783
1415897_a_at	958.956046159358	1127.29663572824	1.17554567828535
1415898_at	17.6929260939225	18.1210990936686	1.02420023672021
1415899_at	70.8738899147831	76.3233413623331	1.07688940813186
1415900_a_at	19.7244860006516	21.1510741606946	1.07232574577588
1415901_at	268.758271281439	268.529277029612	0.999147954588578
1415902_at	14.062887388736	16.6882714575114	1.18668883538655
1415903_at	123.364074496572	134.477303918755	1.09008481170499
1415904_at	9675.50920829372	10862.6065343172	1.12269094064899
1415905_at	15.110177088637	17.6612669108162	1.16883255617816
1415906_at	3067.52801545809	2966.05557912767	0.96692045327082
1415907_at	218.360205842872	195.392244731336	0.894816177595731
1415908_at	447.852494178071	481.230091400799	1.07452810391061
1415909_at	312.708157129421	290.336364594098	0.928457918268938
1415910_s_at	600.710920280545	622.332504677607	1.03599332668526
1415911_at	241.665744358137	255.389001242234	1.05678610727617
1415912_a_at	5056.737526735	4856.12970913808	0.960328607815552
1415913_at	22.1016285913509	21.4563807735905	0.970805417569412
1415914_at	956.197303764101	830.976917612218	0.869043359922738
1415915_at	1087.98259640003	1038.30811884122	0.954342580733215
1415916_a_at	499.064902605355	500.709949903966	1.00329625924408
1415917_at	294.830366155545	266.433433900676	0.903683828008791
1415918_a_at	5209.95304906554	4135.55435646978	0.793779582564863
1415919_at	130.082729082589	124.221147062416	0.954939582975298
1415920_at	516.052771288203	514.076019082209	0.996169476619494
1415921_a_at	52.327236987871	53.3843136958508	1.02020127124665
1415922_s_at	110.5557992786	107.374608910343	0.971225477188758
1415923_at	57.4801021590863	50.5435642151071	0.879322797221531
1415924_at	14.1631382434258	15.4037173893163	1.08759210879456
1415925_a_at	289.345965049664	256.483378213709	0.886424589227244
1415926_at	322.27079683674	273.594560230848	0.848958586742345
1415927_at	958.543861824906	885.253564601663	0.923539965000964
1415928_a_at	1439.42666025921	1453.47300501413	1.00975829136887
1415929_at	1427.4413421492	1319.62652066666	0.924469876064947
1415930_a_at	1606.49833039141	1665.62552912948	1.03680501723501
1415931_at	28.0969636077553	27.8023002483036	0.989512626219496
1415932_x_at	293.41398878458	276.932563184318	0.943828766758758
1415933_a_at	5618.6065602127	5636.13957962231	1.00312052805651
1415934_at	579.885577398617	568.797015067949	0.980878016693549
1415935_at	422.777369240041	332.606327152313	0.786717434166795
1415936_at	146.799888950746	138.657790552399	0.944536072496084
1415937_s_at	122.129951883593	101.546908217506	0.831466046218492
1415938_at	15.7815875628068	15.3777034074729	0.974407888070419
1415939_at	136.94695906249	121.529869702446	0.88742291566322
1415940_at	187.681978351128	185.092795658833	0.986204414962788
1415941_s_at	28.1233741703138	31.7648232927476	1.12948123153294
1415942_at	4473.64120867646	4451.6432845841	0.995082769702296
1415943_at	47.2858286142655	50.3853943300755	1.06554956964157
1415944_at	55.3149290151901	62.5526998612576	1.13084660822904
1415945_at	14.4343674427115	16.6510839888559	1.15357212949874
1415946_at	220.528323464931	199.93823509497	0.906632907526568
1415947_at	459.7969890513	405.289032702174	0.881452124204656
1415948_at	417.871064518864	380.673937745024	0.91098420079249
1415949_at	1910.90048899504	1649.20061848445	0.863048927969962
1415950_a_at	3330.9422786914	3196.62261914202	0.959675176478247
1415951_at	41.0694878275585	36.6717272625425	0.892919030705198
1415952_at	415.352662518948	327.704853048364	0.788979781809909
1415953_s_at	69.3346695213597	68.2548421903421	0.984425867484882
1415954_at	12.4291301325695	13.7008336026104	1.10231636940614
1415955_x_at	75.7311200179923	83.6694637627157	1.10482274318454
1415956_a_at	616.021238421938	517.346468938378	0.83981920860986
1415957_a_at	321.089075630764	273.803276414892	0.852733079993514
1415958_at	2876.5082547966	2749.20324862845	0.955743215422423
1415959_at	1656.80305223733	1432.60726378913	0.864681690352123
1415960_at	23.9075293729806	25.6802699485449	1.07414988591702
1415961_at	277.880440444179	225.546551568273	0.811667604987768
1415962_at	1376.86155179534	1379.14000348428	1.00165481539227
1415963_at	518.201844308467	515.945532405227	0.995645882144145
1415964_at	1149.84507962595	999.281753250498	0.869057728694692
1415965_at	47.5237334224875	40.1703883868972	0.845270047068507
1415966_a_at	3514.56870288459	3723.50746384399	1.0594493318022
1415967_at	3904.6805728638	3808.39022986081	0.975339764365831
1415968_a_at	55.6807703946019	59.2021720702156	1.06324268954359
1415969_s_at	10.7705034622694	10.9534590377411	1.01698672454009
1415970_at	10910.1622617721	10946.3375466495	1.00331574215025
1415971_at	222.883726463004	177.89720848153	0.798161495702821
1415972_at	160.878374307595	121.980255123309	0.758214120749912
1415973_at	241.504214341156	201.263907963321	0.833376380252351
1415974_at	849.867813172812	748.458228425247	0.880676049644741
1415975_at	153.812756434857	147.869499463944	0.961360441691126
1415976_a_at	102.542528659554	107.452084653909	1.04787824192101
1415977_at	101.371628661879	94.0783713771583	0.928054255603935
1415978_at	11.9303357134237	13.3725916584446	1.12088980391374
1415979_x_at	3542.51495758495	3516.15821011011	0.992559876869847
1415980_at	2945.06812297351	2786.77619044032	0.946251860424413
1415981_at	620.099732456502	621.394838045368	1.00208854402136
1415982_at	217.171587258671	187.452307478847	0.863153001942072
1415983_at	22.6809946646071	19.885190600727	0.876733621905796
1415984_at	5204.12887077217	5863.84547404706	1.1267679220974
1415985_at	223.444748653133	214.611329382274	0.960467098358295
1415986_at	334.896573353169	323.280414553575	0.965314190338566
1415987_at	895.598634863339	786.653758497886	0.878355245168415
1415988_at	161.996032774559	157.375090458779	0.971474966166542
1415989_at	41.9796940307186	44.4980391808467	1.05998960231309
1415990_at	3019.61929555494	3011.3741076512	0.997269461115224
1415991_a_at	1357.78358711243	1170.76086140962	0.862258810993181
1415992_at	112.756664719482	116.913185496209	1.03686275030453
1415993_at	33.6433212547635	32.4211877289565	0.963673814587076
1415994_at	206.629574411664	303.185978708073	1.46729227687437
1415995_at	62.6375245142448	65.8772853985126	1.05172236465908
1415996_at	1833.60760286576	1952.67225105259	1.06493463923292
1415997_at	1030.6480755409	997.664583558297	0.967997328316658
1415998_at	5506.04260886299	4727.38429471621	0.8585811317745
1415999_at	126.867741818873	138.304568838202	1.09014763607645
1416000_a_at	2693.03402607439	2866.71934581378	1.06449429084733
1416001_a_at	275.496639459642	306.699157855761	1.11325916155391
1416002_x_at	35.5285481323892	37.7596185927123	1.0627965559417
1416003_at	8.45375658104112	8.744207282447	1.03435758986215
1416004_at	422.655337493894	410.149823909215	0.970412029672145
1416005_at	651.260678570762	640.519232216952	0.983506686788794
1416006_at	70.9029422338785	79.2235164926288	1.1173516076569
1416007_at	822.846489718399	589.828350476861	0.716814567293975
1416008_at	583.262844478187	499.792647625968	0.856890940949795
1416009_at	2097.48628400891	2217.45161318447	1.05719480984938
1416010_a_at	121.723347231333	109.152988596017	0.896730093928276
1416011_x_at	181.151325793035	167.956460236126	0.927161087565076
1416012_at	97.6126557147108	74.9867938097714	0.768207700740494
1416013_at	252.021079870245	244.04789878576	0.968363038962493
1416014_at	230.589794650143	226.406038108836	0.981856280553725
1416015_s_at	392.579513956397	338.106841221086	0.861244230025305
1416016_at	78.7768879490317	70.618286910358	0.896434077924578
1416017_at	189.992122819552	193.565277419703	1.01880685655344
1416018_at	199.481635622412	215.193334717974	1.07876263419707
1416019_at	77.081108452662	73.6153845077885	0.955037959177742
1416020_a_at	6069.99697696893	6117.09641733903	1.0077593844855
1416021_a_at	248.292969312183	257.203039586473	1.03588531040155
1416022_at	117.676608928831	115.470316004929	0.981251219388586
1416023_at	9899.15992715122	10855.8197519158	1.09664050604341
1416024_x_at	1576.42693989356	1582.63891526889	1.00394054124434
1416025_at	14.7499359207262	18.2058275329557	1.23429875429989
1416026_a_at	2713.43068189144	2640.19054902217	0.973008290442774
1416027_at	463.163760208054	464.173082460033	1.00217919090113
1416028_a_at	169.865750116108	148.407904095813	0.873677618910065
1416029_at	90.087740632471	94.489866053545	1.04886486651978
1416030_a_at	117.054771982444	118.600088698399	1.01320165500119
1416031_s_at	50.5877725734249	51.3830569388802	1.0157208812525
1416032_at	622.966623459813	447.884456775999	0.718954178136466
1416033_at	34.638019600599	34.4851005956942	0.995585226676697
1416034_at	723.253910023164	500.249711107295	0.691665408474975
1416035_at	106.697460272183	111.726752310707	1.0471360051654
1416036_at	789.33368121621	690.304394115597	0.874540654406095
1416037_a_at	1205.59570766576	1175.82807559344	0.975308777326397
1416038_at	249.622645829692	220.973355811749	0.885229603577356
1416039_x_at	503.9441918875	483.943604304877	0.960311899800429
1416040_at	10.4752334299147	10.6159662529116	1.0134348149794
1416041_at	1090.56053234182	762.027806575087	0.698748747984437
1416042_s_at	68.8703681265578	60.8588075505754	0.883671878139809
1416043_at	15.1211757412044	16.694786676546	1.10406670501511
1416044_at	710.220645954205	647.47297477684	0.911650454637148
1416045_a_at	158.654794116474	140.518643679641	0.885687977234911
1416046_a_at	73.9114956418729	60.5811827702908	0.819644931335551
1416047_at	16.6325601080054	18.1403460546292	1.09065266782941
1416048_at	156.748730383276	152.991831146752	0.976032346626743
1416049_at	22.4654700075086	23.1236222059596	1.02929616866378
1416050_a_at	183.129172918521	151.903973085066	0.829490848804589
1416051_at	59.8537681879847	63.2795881534112	1.05723649603258
1416052_at	476.928529428845	400.655157247025	0.840073789938375
1416053_at	171.185606572996	206.178135556715	1.20441279897441
1416054_at	5468.31528647809	5372.38222184715	0.98245655935967
1416055_at	8.78181429233542	8.75722313370427	0.997199763304876
1416056_a_at	5049.81928393886	5321.26106778682	1.05375277184894
1416057_at	4426.68087976336	4224.03842670217	0.954222484392861
1416058_s_at	7251.92873553039	7443.66267704275	1.02643902725808
1416059_at	274.305131836378	264.098925536378	0.962792506900353
1416060_at	257.592426113419	240.958920994691	0.935427041199558
1416061_at	253.299596429443	253.034803267206	0.998954624618555
1416062_at	63.2925167893728	62.4387774873785	0.986511212615618
1416063_x_at	8.29665341669296	8.5765653919442	1.0337379375988
1416064_a_at	1697.26855800476	2055.48263468678	1.21105326849578
1416065_a_at	149.907632628336	167.136916398787	1.11493266532444
1416066_at	412.113234172301	386.741562353051	0.938435192768784
1416067_at	1056.94575747558	1273.60863082859	1.20498958609805
1416068_at	521.1028010557	476.302057133177	0.914027052182868
1416069_at	76.1174929874393	76.3264185983385	1.00274477787824
1416070_a_at	97.314669930078	93.5445755989361	0.961258725597582
1416071_at	162.523635601181	148.627099404573	0.914495290822134
1416072_at	339.236396863296	283.865625186144	0.836778210742921
1416073_a_at	201.763856240402	197.278616682108	0.977769856098755
1416074_a_at	4999.67470335513	5040.45060405132	1.00815571074431
1416075_at	190.893924641131	180.358899577445	0.944812151127957
1416076_at	10.8313036344217	10.9328075532548	1.00937134829371
1416077_at	36.7916791140528	32.0393361241252	0.870831038311802
1416078_s_at	905.257784422734	828.505380679554	0.915214864689484
1416079_a_at	252.059256629228	240.53077708531	0.954262820187251
1416080_at	74.1803458377699	68.5754321219043	0.924442065447857
1416081_at	69.2085373189998	65.1850976478194	0.941864980433912
1416082_at	1796.38393316061	1745.33559905224	0.9715827261834
1416083_at	4192.92295234015	4118.89904261481	0.982345511575873
1416084_at	470.086855512169	511.510393465979	1.08811890285398
1416085_s_at	2901.08485457015	3050.73774835166	1.05158514875763
1416086_at	126.78038930854	113.612681694987	0.896137662256992
1416087_at	177.327010049976	170.192241265628	0.959764906754264
1416088_a_at	2966.64885529383	2877.00390759558	0.969782420478147
1416089_at	4189.12732086742	3908.37252423767	0.932980123275026
1416090_at	3838.45226399358	4000.48257142909	1.04221240653568
1416091_at	1570.09858854879	1471.95082131584	0.93748942394524
1416092_a_at	1584.17689986187	1460.64448737938	0.922021074481476
1416093_a_at	555.197323257245	501.755547979243	0.90374273607
1416094_at	707.218284900302	670.482337710169	0.948055716354518
1416095_x_at	610.627464811607	601.377010861593	0.984850904220517
1416096_at	120.487258297991	116.99865035841	0.971045835145881
1416097_at	33.3315199987123	32.3262061785996	0.969838944634042
1416098_at	47.6056677079059	50.8778208592299	1.06873452907752
1416099_at	3145.21032807621	3062.22404590579	0.973615029357614
1416100_at	914.042474278926	871.363227901202	0.953307151933619
1416101_a_at	3910.07020841311	3846.06937056541	0.983631793181105
1416102_at	304.52853566675	262.25113338689	0.861170966499756
1416103_at	106.673344943084	81.2913039906538	0.762058263327424
1416104_at	114.918385710757	103.368895176017	0.899498322541621
1416105_at	1292.13210223697	1564.40411381433	1.21071530620282
1416106_at	315.420353700973	270.594433547172	0.857885137633518
1416107_at	48.4835352775486	53.2834579120854	1.09900108577189
1416108_a_at	182.946336930287	153.563340802467	0.839390082245721
1416109_at	270.988273996018	246.362810408423	0.909127198662638
1416110_at	388.221792062998	354.056885808135	0.911996423298878
1416111_at	24.4246216360491	23.0051902968805	0.941885227115511
1416112_at	1233.47362135957	1216.11374081154	0.985926022050721
1416113_at	553.768841447713	522.853558767257	0.944172946604156
1416114_at	875.238161283365	837.674448587179	0.957081724314778
1416115_at	297.242995153532	263.815482901685	0.88754146339233
1416116_at	55.626011215559	52.2467685261506	0.939250674000095
1416117_at	43.9291667481728	41.0617435843064	0.934726210940807
1416118_at	8.64739017364418	8.52006661065134	0.985276070532714
1416119_at	833.824687151105	760.728940088353	0.912336791907067
1416120_at	21.2398580227172	21.6052915176069	1.01720508180887
1416121_at	70.9148114498421	79.7453942988232	1.12452381482008
1416122_at	161.024444943119	148.135248150198	0.919955030446001
1416123_at	12.061287193971	12.7905050203699	1.06045937010466
1416124_at	12.3223614063588	12.8492042881656	1.04275502595914
1416125_at	358.206114839289	467.188120888981	1.30424384602867
1416126_at	87.0614465810249	79.3671133849247	0.911621808524175
1416127_a_at	433.68583253771	357.965143483571	0.825401976792602
1416128_at	32.1206583573679	31.5840451610629	0.983293829462188
1416129_at	309.470735781666	267.011802609594	0.862801459838104
1416130_at	539.060776023629	489.021639260891	0.907173478412118
1416131_s_at	373.098535507764	362.048873846464	0.970384065843996
1416132_at	200.023250903396	189.555840466759	0.947669031528279
1416133_at	472.956553171068	428.725328096739	0.906479306021307
1416134_at	65.0489848017918	68.3217845308085	1.05031284867841
1416135_at	250.725519303585	241.589204571589	0.963560491339802
1416136_at	187.972611873468	145.059394349993	0.771704946290997
1416137_at	261.55399562302	231.480970505256	0.885021733099011
1416138_at	522.045221786977	455.028908160982	0.871627378569625
1416139_at	56.257135215466	63.4348798519594	1.12758816475461
1416140_a_at	320.867945560872	274.241401862041	0.854686189929851
1416141_a_at	5776.52951333988	5837.81986211057	1.0106102372764
1416142_at	132.6517951173	134.899662355588	1.0169456224569
