	control.mean	expr.mean	expr_control	expr_diff
1415791_at	337.456295509202	329.263469751708	0.975721816820364	-0.0242781831796359
1415792_at	263.012011726486	232.451970592553	0.883807431708808	-0.116192568291192
1415793_at	106.193756330748	106.565430835178	1.00349996569734	0.00349996569734223
1415794_a_at	109.96068888061	99.8797283347893	0.908322140862847	-0.091677859137153
1415795_at	26.7912994383398	27.0226608184015	1.00863569087398	0.00863569087398108
1415796_at	1315.79112433177	1390.3380993927	1.05665562997227	0.0566556299722691
1415797_at	125.976722026652	128.787252470972	1.02230991884139	0.0223099188413947
1415798_at	40.269761282785	38.3848315592105	0.95319242867277	-0.0468075713272299
1415799_at	477.839658193898	472.104428105871	0.987997584566957	-0.0120024154330435
1415800_at	92.5130323071113	82.1166913591385	0.887622957666542	-0.112377042333458
1415801_at	39.5238404592076	40.3691289151882	1.02138679961662	0.0213867996166248
1415802_at	1684.80707853451	1613.59792403578	0.957734535065776	-0.0422654649342241
1415803_at	45.9903679401899	49.813435595508	1.08312757271892	0.0831275727189218
1415804_at	80.3561805306043	85.3015272018686	1.06154282892255	0.0615428289225477
1415805_at	24.9456673156882	24.5603542413215	0.984553907919539	-0.0154460920804612
1415806_at	69.0286870539132	68.5979551885978	0.993760103462796	-0.00623989653720358
1415807_s_at	183.813529537014	200.522450058081	1.09090147261278	0.0909014726127801
1415808_at	10.5951558683369	10.6298853871294	1.00327786766179	0.00327786766179061
1415809_at	8.99438546002149	9.35861592247949	1.04049531389075	0.0404953138907527
1415810_at	11.2343877616274	12.1890193514199	1.08497406445709	0.0849740644570864
1415811_at	17.9282019628206	19.9956306672811	1.11531712487108	0.115317124871076
1415812_at	2343.76014201458	2251.84525683514	0.96078315202492	-0.03921684797508
1415813_at	231.188073074956	207.125690831293	0.895918582980437	-0.104081417019563
1415814_at	482.207263472335	457.92837550371	0.949650513777427	-0.0503494862225731
1415815_at	22.7731130744586	26.9658044920965	1.18410708294161	0.184107082941605
1415816_at	743.592375600001	665.960812815969	0.895599302344391	-0.104400697655609
1415817_s_at	856.361538157375	699.092642295761	0.816352219414234	-0.183647780585766
1415818_at	1111.90042131186	919.240879998906	0.826729500573757	-0.173270499426243
1415819_a_at	806.164694909303	717.82461589533	0.890419315591696	-0.109580684408304
1415820_x_at	392.233156195731	370.992600086212	0.945847117271954	-0.0541528827280455
1415821_at	602.433863958333	534.305386008711	0.886911274372959	-0.113088725627041
1415822_at	243.654345557638	194.116644416597	0.796688620399249	-0.203311379600751
1415823_at	91.1000920354815	79.3033510255025	0.870507913368688	-0.129492086631312
1415824_at	17.122295055709	15.6518271578489	0.914119696391413	-0.0858803036085871
1415825_s_at	280.687998809238	238.243094707635	0.848782618844883	-0.151217381155117
1415826_at	225.288016005492	250.832171838822	1.11338444133091	0.113384441330906
1415827_a_at	217.698076614686	227.136154783275	1.04335398050068	0.0433539805006813
1415828_a_at	110.462772567232	107.689033998381	0.974889833883513	-0.0251101661164866
1415829_at	446.623982645935	395.515246705867	0.885566521445436	-0.114433478554564
1415830_at	69.1766293934752	63.9768252227341	0.924832935395498	-0.075167064604502
1415831_at	2342.96909258339	2025.42344966154	0.86446870173105	-0.13553129826895
1415832_at	9.59024610423235	9.23793140278175	0.963263226238259	-0.0367367737617407
1415833_x_at	6234.84043130249	6171.85311701283	0.989897525849511	-0.010102474150489
1415834_at	177.488113173693	168.943722659428	0.951859364768258	-0.0481406352317419
1415835_at	10.4121081999053	10.6003873844754	1.01808271494641	0.018082714946406
1415836_at	46.913072709944	49.6167412564104	1.05763145303192	0.0576314530319242
1415837_at	20.5834617583539	22.264181192037	1.08165387598133	0.081653875981333
1415838_at	1030.88733827003	1001.48856008978	0.971482064927111	-0.028517935072889
1415839_a_at	1091.09403988405	1085.09254765134	0.994499564644907	-0.00550043535509348
1415840_at	206.40980688541	180.615586229539	0.875033938333218	-0.124966061666782
1415841_at	328.541161829095	292.112906067661	0.889121181776352	-0.110878818223648
1415842_at	148.405890248533	150.041935801617	1.01102412815518	0.0110241281551826
1415843_at	46.2064763857116	44.5357731079037	0.96384265997992	-0.0361573400200795
1415844_at	7.65035320971614	8.03631731591605	1.05045049497973	0.0504504949797258
1415845_at	14.1023379356064	14.3195517169094	1.0154026787824	0.0154026787823971
1415846_a_at	16.1631304568173	18.0131584749334	1.11445975908311	0.114459759083107
1415847_at	25.8060642016194	27.1508744359247	1.05211217889712	0.0521121788971195
1415848_at	123.967316687645	129.623585669295	1.04562709859973	0.0456270985997256
1415849_s_at	253.82507779138	217.998694733104	0.858854044801194	-0.141145955198806
1415850_at	95.0301766463823	106.692538466201	1.12272272062816	0.122722720628156
1415851_a_at	983.354209885644	996.39305066673	1.01325955657687	0.0132595565768741
1415852_at	840.405233224195	716.285338460741	0.852309469460023	-0.147690530539977
1415853_at	355.611745259317	339.156131029019	0.953725897837545	-0.0462741021624546
1415854_at	18.5974375498333	17.8822936696808	0.961546106648495	-0.0384538933515053
1415855_at	585.258097939943	581.3304354085	0.993289007797983	-0.00671099220201699
1415856_at	16.1032664992461	18.3843465727695	1.14165325237772	0.141653252377721
1415857_at	64.1945603077872	77.5071748618314	1.20737916873666	0.207379168736658
1415858_at	1606.40202637548	1501.76337982172	0.934861482470946	-0.0651385175290536
1415859_at	724.943879386967	619.215902740599	0.85415701869809	-0.14584298130191
1415860_at	163.82545083086	160.623030385315	0.980452240910655	-0.0195477590893454
1415861_at	10.7493677597386	10.5332887530849	0.979898445054322	-0.0201015549456778
1415862_at	17.1262399096337	19.7217223347013	1.15155004477122	0.151550044771221
1415863_at	2316.07759899068	2423.31868730012	1.04630289086867	0.0463028908686713
1415864_at	274.047964002974	204.007227132455	0.744421612014753	-0.255578387985247
1415865_s_at	389.186732541601	346.253864128228	0.889685683443015	-0.110314316556985
1415866_at	52.3388811536394	51.4331703563506	0.982695258719228	-0.0173047412807723
1415867_at	1754.68963850883	1763.47432611102	1.00500640535477	0.00500640535476782
1415868_at	16.2336536953811	17.957399965807	1.10618350636101	0.106183506361011
1415869_a_at	401.034035071337	344.21005767812	0.858306347033341	-0.141693652966659
1415870_at	931.249861538823	975.329997343617	1.0473343810564	0.0473343810563958
1415871_at	83.3916205867126	81.7131824941849	0.979872820785603	-0.0201271792143968
1415872_at	1017.33690563465	1045.90435501371	1.02808061834859	0.0280806183485873
1415873_a_at	542.340844792616	506.341027150332	0.933621415410728	-0.066378584589272
1415874_at	264.495262671506	235.092204075919	0.888833326167717	-0.111166673832283
1415875_at	17.4472016921379	16.5192707985048	0.94681491565199	-0.0531850843480097
1415876_a_at	3131.83266119667	3166.59958219741	1.01110114260941	0.0111011426094065
1415877_at	37.9473004230412	35.3243628765344	0.93087946923059	-0.0691205307694097
1415878_at	159.591230333931	135.743033187792	0.850566994839013	-0.149433005160987
1415879_a_at	4988.01211862136	4751.1034302301	0.952504387969142	-0.0474956120308579
1415880_a_at	3519.57600764221	3480.82267483587	0.988989204176245	-0.011010795823755
1415881_at	3094.36912180945	3183.59454202454	1.02883476944823	0.0288347694482272
1415882_at	2822.96742470819	2944.81628218919	1.04316339480736	0.0431633948073606
1415883_a_at	14.5296066372605	17.3564170104801	1.19455518953764	0.194555189537643
1415884_at	76.6046587389986	89.755216460051	1.17166785855489	0.171667858554895
1415885_at	16.7989308939822	20.5433632648277	1.22289706377606	0.222897063776055
1415886_at	111.194269826568	103.022541698973	0.926509449269814	-0.073490550730186
1415887_at	1417.9221904106	1473.69261211891	1.03933249799283	0.0393324979928276
1415888_at	934.83920813704	751.715969040459	0.804112581604797	-0.195887418395203
1415889_a_at	759.764347992657	843.821693541734	1.11063607521353	0.110636075213534
1415890_at	153.882441411325	139.96876770824	0.909582447643301	-0.0904175523566988
1415891_at	2198.52431196682	2123.73803526359	0.965983420653502	-0.0340165793464978
1415892_at	35.5198272625704	39.2703662513075	1.10559001205193	0.105590012051925
1415893_at	27.3831378750125	29.2631078613877	1.06865429356402	0.0686542935640229
1415894_at	129.206361700047	136.109267527966	1.0534254330599	0.0534254330599
1415895_at	2005.07748731022	2190.8696380635	1.09266083327409	0.0926608332740897
1415896_x_at	1339.92539679374	1490.45175994909	1.11233936121783	0.112339361217829
1415897_a_at	958.956046159358	1127.29663572824	1.17554567828535	0.175545678285348
1415898_at	17.6929260939225	18.1210990936686	1.02420023672021	0.0242002367202103
1415899_at	70.8738899147831	76.3233413623331	1.07688940813186	0.0768894081318567
1415900_a_at	19.7244860006516	21.1510741606946	1.07232574577588	0.0723257457758795
1415901_at	268.758271281439	268.529277029612	0.999147954588578	-0.00085204541142192
1415902_at	14.062887388736	16.6882714575114	1.18668883538655	0.186688835386549
1415903_at	123.364074496572	134.477303918755	1.09008481170499	0.0900848117049873
1415904_at	9675.50920829372	10862.6065343172	1.12269094064899	0.122690940648991
1415905_at	15.110177088637	17.6612669108162	1.16883255617816	0.168832556178156
1415906_at	3067.52801545809	2966.05557912767	0.96692045327082	-0.0330795467291801
1415907_at	218.360205842872	195.392244731336	0.894816177595731	-0.105183822404269
1415908_at	447.852494178071	481.230091400799	1.07452810391061	0.0745281039106058
1415909_at	312.708157129421	290.336364594098	0.928457918268938	-0.0715420817310619
1415910_s_at	600.710920280545	622.332504677607	1.03599332668526	0.035993326685261
1415911_at	241.665744358137	255.389001242234	1.05678610727617	0.0567861072761724
1415912_a_at	5056.737526735	4856.12970913808	0.960328607815552	-0.0396713921844484
1415913_at	22.1016285913509	21.4563807735905	0.970805417569412	-0.0291945824305881
1415914_at	956.197303764101	830.976917612218	0.869043359922738	-0.130956640077262
1415915_at	1087.98259640003	1038.30811884122	0.954342580733215	-0.0456574192667853
1415916_a_at	499.064902605355	500.709949903966	1.00329625924408	0.00329625924408483
1415917_at	294.830366155545	266.433433900676	0.903683828008791	-0.0963161719912093
1415918_a_at	5209.95304906554	4135.55435646978	0.793779582564863	-0.206220417435137
1415919_at	130.082729082589	124.221147062416	0.954939582975298	-0.0450604170247021
1415920_at	516.052771288203	514.076019082209	0.996169476619494	-0.00383052338050616
1415921_a_at	52.327236987871	53.3843136958508	1.02020127124665	0.0202012712466526
1415922_s_at	110.5557992786	107.374608910343	0.971225477188758	-0.0287745228112424
1415923_at	57.4801021590863	50.5435642151071	0.879322797221531	-0.120677202778469
1415924_at	14.1631382434258	15.4037173893163	1.08759210879456	0.0875921087945593
1415925_a_at	289.345965049664	256.483378213709	0.886424589227244	-0.113575410772756
1415926_at	322.27079683674	273.594560230848	0.848958586742345	-0.151041413257655
1415927_at	958.543861824906	885.253564601663	0.923539965000964	-0.0764600349990361
1415928_a_at	1439.42666025921	1453.47300501413	1.00975829136887	0.00975829136886541
1415929_at	1427.4413421492	1319.62652066666	0.924469876064947	-0.0755301239350533
1415930_a_at	1606.49833039141	1665.62552912948	1.03680501723501	0.0368050172350101
1415931_at	28.0969636077553	27.8023002483036	0.989512626219496	-0.0104873737805038
1415932_x_at	293.41398878458	276.932563184318	0.943828766758758	-0.0561712332412424
1415933_a_at	5618.6065602127	5636.13957962231	1.00312052805651	0.00312052805650631
1415934_at	579.885577398617	568.797015067949	0.980878016693549	-0.0191219833064512
1415935_at	422.777369240041	332.606327152313	0.786717434166795	-0.213282565833205
1415936_at	146.799888950746	138.657790552399	0.944536072496084	-0.0554639275039159
1415937_s_at	122.129951883593	101.546908217506	0.831466046218492	-0.168533953781508
1415938_at	15.7815875628068	15.3777034074729	0.974407888070419	-0.0255921119295811
1415939_at	136.94695906249	121.529869702446	0.88742291566322	-0.11257708433678
1415940_at	187.681978351128	185.092795658833	0.986204414962788	-0.013795585037212
1415941_s_at	28.1233741703138	31.7648232927476	1.12948123153294	0.129481231532937
1415942_at	4473.64120867646	4451.6432845841	0.995082769702296	-0.00491723029770386
1415943_at	47.2858286142655	50.3853943300755	1.06554956964157	0.065549569641566
1415944_at	55.3149290151901	62.5526998612576	1.13084660822904	0.130846608229036
1415945_at	14.4343674427115	16.6510839888559	1.15357212949874	0.153572129498736
1415946_at	220.528323464931	199.93823509497	0.906632907526568	-0.093367092473432
1415947_at	459.7969890513	405.289032702174	0.881452124204656	-0.118547875795344
1415948_at	417.871064518864	380.673937745024	0.91098420079249	-0.08901579920751
1415949_at	1910.90048899504	1649.20061848445	0.863048927969962	-0.136951072030038
1415950_a_at	3330.9422786914	3196.62261914202	0.959675176478247	-0.0403248235217533
1415951_at	41.0694878275585	36.6717272625425	0.892919030705198	-0.107080969294802
1415952_at	415.352662518948	327.704853048364	0.788979781809909	-0.211020218190091
1415953_s_at	69.3346695213597	68.2548421903421	0.984425867484882	-0.0155741325151177
1415954_at	12.4291301325695	13.7008336026104	1.10231636940614	0.102316369406138
1415955_x_at	75.7311200179923	83.6694637627157	1.10482274318454	0.104822743184537
1415956_a_at	616.021238421938	517.346468938378	0.83981920860986	-0.16018079139014
1415957_a_at	321.089075630764	273.803276414892	0.852733079993514	-0.147266920006486
1415958_at	2876.5082547966	2749.20324862845	0.955743215422423	-0.0442567845775773
1415959_at	1656.80305223733	1432.60726378913	0.864681690352123	-0.135318309647877
1415960_at	23.9075293729806	25.6802699485449	1.07414988591702	0.0741498859170193
1415961_at	277.880440444179	225.546551568273	0.811667604987768	-0.188332395012232
1415962_at	1376.86155179534	1379.14000348428	1.00165481539227	0.00165481539227441
1415963_at	518.201844308467	515.945532405227	0.995645882144145	-0.00435411785585538
1415964_at	1149.84507962595	999.281753250498	0.869057728694692	-0.130942271305308
1415965_at	47.5237334224875	40.1703883868972	0.845270047068507	-0.154729952931493
1415966_a_at	3514.56870288459	3723.50746384399	1.0594493318022	0.0594493318021974
1415967_at	3904.6805728638	3808.39022986081	0.975339764365831	-0.0246602356341687
1415968_a_at	55.6807703946019	59.2021720702156	1.06324268954359	0.0632426895435896
1415969_s_at	10.7705034622694	10.9534590377411	1.01698672454009	0.0169867245400945
1415970_at	10910.1622617721	10946.3375466495	1.00331574215025	0.00331574215024522
1415971_at	222.883726463004	177.89720848153	0.798161495702821	-0.201838504297179
1415972_at	160.878374307595	121.980255123309	0.758214120749912	-0.241785879250088
1415973_at	241.504214341156	201.263907963321	0.833376380252351	-0.166623619747649
1415974_at	849.867813172812	748.458228425247	0.880676049644741	-0.119323950355259
1415975_at	153.812756434857	147.869499463944	0.961360441691126	-0.0386395583088736
1415976_a_at	102.542528659554	107.452084653909	1.04787824192101	0.0478782419210115
1415977_at	101.371628661879	94.0783713771583	0.928054255603935	-0.0719457443960652
1415978_at	11.9303357134237	13.3725916584446	1.12088980391374	0.120889803913738
1415979_x_at	3542.51495758495	3516.15821011011	0.992559876869847	-0.00744012313015285
1415980_at	2945.06812297351	2786.77619044032	0.946251860424413	-0.0537481395755868
1415981_at	620.099732456502	621.394838045368	1.00208854402136	0.00208854402135561
1415982_at	217.171587258671	187.452307478847	0.863153001942072	-0.136846998057928
1415983_at	22.6809946646071	19.885190600727	0.876733621905796	-0.123266378094204
1415984_at	5204.12887077217	5863.84547404706	1.1267679220974	0.126767922097402
1415985_at	223.444748653133	214.611329382274	0.960467098358295	-0.0395329016417049
1415986_at	334.896573353169	323.280414553575	0.965314190338566	-0.0346858096614338
1415987_at	895.598634863339	786.653758497886	0.878355245168415	-0.121644754831585
1415988_at	161.996032774559	157.375090458779	0.971474966166542	-0.0285250338334579
1415989_at	41.9796940307186	44.4980391808467	1.05998960231309	0.0599896023130904
1415990_at	3019.61929555494	3011.3741076512	0.997269461115224	-0.00273053888477581
1415991_a_at	1357.78358711243	1170.76086140962	0.862258810993181	-0.137741189006819
1415992_at	112.756664719482	116.913185496209	1.03686275030453	0.0368627503045345
1415993_at	33.6433212547635	32.4211877289565	0.963673814587076	-0.0363261854129237
1415994_at	206.629574411664	303.185978708073	1.46729227687437	0.46729227687437
1415995_at	62.6375245142448	65.8772853985126	1.05172236465908	0.0517223646590796
1415996_at	1833.60760286576	1952.67225105259	1.06493463923292	0.0649346392329218
1415997_at	1030.6480755409	997.664583558297	0.967997328316658	-0.0320026716833421
1415998_at	5506.04260886299	4727.38429471621	0.8585811317745	-0.1414188682255
1415999_at	126.867741818873	138.304568838202	1.09014763607645	0.0901476360764546
1416000_a_at	2693.03402607439	2866.71934581378	1.06449429084733	0.0644942908473261
1416001_a_at	275.496639459642	306.699157855761	1.11325916155391	0.113259161553913
1416002_x_at	35.5285481323892	37.7596185927123	1.0627965559417	0.0627965559417034
1416003_at	8.45375658104112	8.744207282447	1.03435758986215	0.0343575898621515
1416004_at	422.655337493894	410.149823909215	0.970412029672145	-0.0295879703278551
1416005_at	651.260678570762	640.519232216952	0.983506686788794	-0.0164933132112055
1416006_at	70.9029422338785	79.2235164926288	1.1173516076569	0.117351607656904
1416007_at	822.846489718399	589.828350476861	0.716814567293975	-0.283185432706025
1416008_at	583.262844478187	499.792647625968	0.856890940949795	-0.143109059050205
1416009_at	2097.48628400891	2217.45161318447	1.05719480984938	0.0571948098493764
1416010_a_at	121.723347231333	109.152988596017	0.896730093928276	-0.103269906071724
1416011_x_at	181.151325793035	167.956460236126	0.927161087565076	-0.0728389124349238
1416012_at	97.6126557147108	74.9867938097714	0.768207700740494	-0.231792299259506
1416013_at	252.021079870245	244.04789878576	0.968363038962493	-0.0316369610375073
1416014_at	230.589794650143	226.406038108836	0.981856280553725	-0.0181437194462749
1416015_s_at	392.579513956397	338.106841221086	0.861244230025305	-0.138755769974695
1416016_at	78.7768879490317	70.618286910358	0.896434077924578	-0.103565922075422
1416017_at	189.992122819552	193.565277419703	1.01880685655344	0.0188068565534416
1416018_at	199.481635622412	215.193334717974	1.07876263419707	0.0787626341970702
1416019_at	77.081108452662	73.6153845077885	0.955037959177742	-0.0449620408222577
1416020_a_at	6069.99697696893	6117.09641733903	1.0077593844855	0.00775938448549551
1416021_a_at	248.292969312183	257.203039586473	1.03588531040155	0.0358853104015495
1416022_at	117.676608928831	115.470316004929	0.981251219388586	-0.0187487806114138
1416023_at	9899.15992715122	10855.8197519158	1.09664050604341	0.096640506043409
1416024_x_at	1576.42693989356	1582.63891526889	1.00394054124434	0.0039405412443354
1416025_at	14.7499359207262	18.2058275329557	1.23429875429989	0.234298754299895
1416026_a_at	2713.43068189144	2640.19054902217	0.973008290442774	-0.0269917095572256
1416027_at	463.163760208054	464.173082460033	1.00217919090113	0.00217919090113128
1416028_a_at	169.865750116108	148.407904095813	0.873677618910065	-0.126322381089935
1416029_at	90.087740632471	94.489866053545	1.04886486651978	0.0488648665197771
