"df.prior" "var.prior" "var.post"
"1415741_at" 3.49143615602127 0.0111688328383084 0.00693818601112962
"1415742_at" 3.49143615602127 0.0111688328383084 0.00574514792349803
"1415743_at" 3.49143615602127 0.0111688328383084 0.0125043276119432
"1415744_at" 3.49143615602127 0.0111688328383084 0.00778024748174906
"1415745_a_at" 3.49143615602127 0.0111688328383084 0.016812855226003
"1415746_at" 3.49143615602127 0.0111688328383084 0.0185057011020536
"1415747_s_at" 3.49143615602127 0.0111688328383084 0.0182318147106582
"1415748_a_at" 3.49143615602127 0.0111688328383084 0.0365923569997296
"1415749_a_at" 3.49143615602127 0.0111688328383084 0.010749575913743
"1415750_at" 3.49143615602127 0.0111688328383084 0.0168876725471591
"1415751_at" 3.49143615602127 0.0111688328383084 0.00662704774512621
"1415752_at" 3.49143615602127 0.0111688328383084 0.00945297009010312
"1415753_at" 3.49143615602127 0.0111688328383084 0.0126681533864283
"1415754_at" 3.49143615602127 0.0111688328383084 0.0211508664546654
"1415755_a_at" 3.49143615602127 0.0111688328383084 0.00601920464139267
"1415756_a_at" 3.49143615602127 0.0111688328383084 0.0105708008081963
"1415757_at" 3.49143615602127 0.0111688328383084 0.0229530915396782
"1415758_at" 3.49143615602127 0.0111688328383084 0.0163507886901454
"1415759_a_at" 3.49143615602127 0.0111688328383084 0.00792802844492545
"1415760_s_at" 3.49143615602127 0.0111688328383084 0.0172617378827035
"1415761_at" 3.49143615602127 0.0111688328383084 0.00882821667890327
"1415762_x_at" 3.49143615602127 0.0111688328383084 0.0107539603531413
"1415763_a_at" 3.49143615602127 0.0111688328383084 0.0109911662578846
"1415764_at" 3.49143615602127 0.0111688328383084 0.00689500202334486
"1415765_at" 3.49143615602127 0.0111688328383084 0.0151077627338819
"1415766_at" 3.49143615602127 0.0111688328383084 0.00926130581058272
"1415767_at" 3.49143615602127 0.0111688328383084 0.0248871596493088
"1415768_a_at" 3.49143615602127 0.0111688328383084 0.0243281359642393
"1415769_at" 3.49143615602127 0.0111688328383084 0.0130217487230558
"1415770_at" 3.49143615602127 0.0111688328383084 0.00622512456491077
"1415771_at" 3.49143615602127 0.0111688328383084 0.0147281867203692
"1415772_at" 3.49143615602127 0.0111688328383084 0.0205407640003058
"1415773_at" 3.49143615602127 0.0111688328383084 0.114159107895347
"1415774_at" 3.49143615602127 0.0111688328383084 0.00971439137017855
"1415775_at" 3.49143615602127 0.0111688328383084 0.0104527626480135
"1415776_at" 3.49143615602127 0.0111688328383084 0.0132577120417668
"1415777_at" 3.49143615602127 0.0111688328383084 0.0169080108951197
"1415778_at" 3.49143615602127 0.0111688328383084 0.00894260661949675
"1415779_s_at" 3.49143615602127 0.0111688328383084 0.0244043446127185
"1415780_a_at" 3.49143615602127 0.0111688328383084 0.0134416490170337
"1415781_a_at" 3.49143615602127 0.0111688328383084 0.00660732119107984
"1415782_at" 3.49143615602127 0.0111688328383084 0.00752124873329486
"1415783_at" 3.49143615602127 0.0111688328383084 0.0143867892378399
"1415784_at" 3.49143615602127 0.0111688328383084 0.158464550827162
"1415785_a_at" 3.49143615602127 0.0111688328383084 0.0115904941927248
"1415786_at" 3.49143615602127 0.0111688328383084 0.0111048881915435
"1415787_at" 3.49143615602127 0.0111688328383084 0.0102187848753218
"1415788_at" 3.49143615602127 0.0111688328383084 0.0156050959405576
"1415789_a_at" 3.49143615602127 0.0111688328383084 0.0312553197275263
"1415790_at" 3.49143615602127 0.0111688328383084 0.0460749178040878
"1415791_at" 3.49143615602127 0.0111688328383084 0.00775243461876682
"1415792_at" 3.49143615602127 0.0111688328383084 0.0118182161400354
"1415793_at" 3.49143615602127 0.0111688328383084 0.00737875743320505
"1415794_a_at" 3.49143615602127 0.0111688328383084 0.00692774709543172
"1415795_at" 3.49143615602127 0.0111688328383084 0.0101645062542101
"1415796_at" 3.49143615602127 0.0111688328383084 0.00940048483111007
"1415797_at" 3.49143615602127 0.0111688328383084 0.00673676290577066
"1415798_at" 3.49143615602127 0.0111688328383084 0.0153979743709475
"1415799_at" 3.49143615602127 0.0111688328383084 0.00951416685375076
"1415800_at" 3.49143615602127 0.0111688328383084 0.0843635227539251
"1415801_at" 3.49143615602127 0.0111688328383084 0.0213861584373302
"1415802_at" 3.49143615602127 0.0111688328383084 0.0287556428402065
"1415803_at" 3.49143615602127 0.0111688328383084 0.00886692403890257
"1415804_at" 3.49143615602127 0.0111688328383084 0.0067150977454154
"1415805_at" 3.49143615602127 0.0111688328383084 0.0138853481678303
"1415806_at" 3.49143615602127 0.0111688328383084 0.0228302071382463
"1415807_s_at" 3.49143615602127 0.0111688328383084 0.0234281860833877
"1415808_at" 3.49143615602127 0.0111688328383084 0.00853594512618232
"1415809_at" 3.49143615602127 0.0111688328383084 0.00857124163264274
"1415810_at" 3.49143615602127 0.0111688328383084 0.0119107687312473
"1415811_at" 3.49143615602127 0.0111688328383084 0.00913856965362772
"1415812_at" 3.49143615602127 0.0111688328383084 0.044033297752425
"1415813_at" 3.49143615602127 0.0111688328383084 0.00930787927577165
"1415814_at" 3.49143615602127 0.0111688328383084 0.0130037841252975
"1415815_at" 3.49143615602127 0.0111688328383084 0.012800704137621
"1415816_at" 3.49143615602127 0.0111688328383084 0.0060483545391322
"1415817_s_at" 3.49143615602127 0.0111688328383084 0.0191375649112716
"1415818_at" 3.49143615602127 0.0111688328383084 0.013306456410487
"1415819_a_at" 3.49143615602127 0.0111688328383084 0.0356876511406618
"1415820_x_at" 3.49143615602127 0.0111688328383084 0.015274281040875
"1415821_at" 3.49143615602127 0.0111688328383084 0.00802057443790383
"1415822_at" 3.49143615602127 0.0111688328383084 0.128346600743977
"1415823_at" 3.49143615602127 0.0111688328383084 0.0741457485402573
"1415824_at" 3.49143615602127 0.0111688328383084 0.109913339091162
"1415825_s_at" 3.49143615602127 0.0111688328383084 0.0109244748706314
"1415826_at" 3.49143615602127 0.0111688328383084 0.017988435207538
"1415827_a_at" 3.49143615602127 0.0111688328383084 0.0089530623868007
"1415828_a_at" 3.49143615602127 0.0111688328383084 0.033594934219295
"1415829_at" 3.49143615602127 0.0111688328383084 0.00864928387950645
"1415830_at" 3.49143615602127 0.0111688328383084 0.0288580091543652
"1415831_at" 3.49143615602127 0.0111688328383084 0.0130358755640882
"1415832_at" 3.49143615602127 0.0111688328383084 0.0094653693000653
"1415833_x_at" 3.49143615602127 0.0111688328383084 0.00803979060019355
"1415834_at" 3.49143615602127 0.0111688328383084 0.0823672029596291
"1415835_at" 3.49143615602127 0.0111688328383084 0.00810401440949138
"1415836_at" 3.49143615602127 0.0111688328383084 0.0193883422120166
"1415837_at" 3.49143615602127 0.0111688328383084 0.00778195626665596
"1415838_at" 3.49143615602127 0.0111688328383084 0.0288906232993914
"1415839_a_at" 3.49143615602127 0.0111688328383084 0.00713203361460671
"1415840_at" 3.49143615602127 0.0111688328383084 0.0496943341545392
"1415841_at" 3.49143615602127 0.0111688328383084 0.00955889247279166
"1415842_at" 3.49143615602127 0.0111688328383084 0.00682815301337746
"1415843_at" 3.49143615602127 0.0111688328383084 0.0143167143801421
"1415844_at" 3.49143615602127 0.0111688328383084 0.00537276953950433
"1415845_at" 3.49143615602127 0.0111688328383084 0.00873086417146751
"1415846_a_at" 3.49143615602127 0.0111688328383084 0.0130898233254679
"1415847_at" 3.49143615602127 0.0111688328383084 0.018123934525266
"1415848_at" 3.49143615602127 0.0111688328383084 0.00879548852377413
"1415849_s_at" 3.49143615602127 0.0111688328383084 0.116900856763413
"1415850_at" 3.49143615602127 0.0111688328383084 0.0147046510137204
"1415851_a_at" 3.49143615602127 0.0111688328383084 0.0103986089163584
"1415852_at" 3.49143615602127 0.0111688328383084 0.0142866617475015
"1415853_at" 3.49143615602127 0.0111688328383084 0.00742173222549863
"1415854_at" 3.49143615602127 0.0111688328383084 0.0109868619556602
"1415855_at" 3.49143615602127 0.0111688328383084 0.0462884616348884
"1415856_at" 3.49143615602127 0.0111688328383084 0.0133327548855065
"1415857_at" 3.49143615602127 0.0111688328383084 0.0169331804329885
"1415858_at" 3.49143615602127 0.0111688328383084 0.0067900870229026
"1415859_at" 3.49143615602127 0.0111688328383084 0.0397623622117245
"1415860_at" 3.49143615602127 0.0111688328383084 0.0164400001044138
"1415861_at" 3.49143615602127 0.0111688328383084 0.0059450755182282
"1415862_at" 3.49143615602127 0.0111688328383084 0.0132646323186509
"1415863_at" 3.49143615602127 0.0111688328383084 0.00650876157029348
"1415864_at" 3.49143615602127 0.0111688328383084 0.0651380369889918
"1415865_s_at" 3.49143615602127 0.0111688328383084 0.0683274170474368
"1415866_at" 3.49143615602127 0.0111688328383084 0.00973120824289693
"1415867_at" 3.49143615602127 0.0111688328383084 0.0104266593910675
"1415868_at" 3.49143615602127 0.0111688328383084 0.0275597666695678
"1415869_a_at" 3.49143615602127 0.0111688328383084 0.00741442653457857
"1415870_at" 3.49143615602127 0.0111688328383084 0.0271551324482577
"1415871_at" 3.49143615602127 0.0111688328383084 0.0236507881820378
"1415872_at" 3.49143615602127 0.0111688328383084 0.0138328196362239
"1415873_a_at" 3.49143615602127 0.0111688328383084 0.00748282129933745
"1415874_at" 3.49143615602127 0.0111688328383084 0.0134673301740263
"1415875_at" 3.49143615602127 0.0111688328383084 0.0071143793455971
"1415876_a_at" 3.49143615602127 0.0111688328383084 0.00879123407305684
"1415877_at" 3.49143615602127 0.0111688328383084 0.00775859363826393
"1415878_at" 3.49143615602127 0.0111688328383084 0.0320696662740764
"1415879_a_at" 3.49143615602127 0.0111688328383084 0.00743912642824709
"1415880_a_at" 3.49143615602127 0.0111688328383084 0.0060510241043259
"1415881_at" 3.49143615602127 0.0111688328383084 0.00551652829464641
"1415882_at" 3.49143615602127 0.0111688328383084 0.0115927395088795
"1415883_a_at" 3.49143615602127 0.0111688328383084 0.0066363770516605
"1415884_at" 3.49143615602127 0.0111688328383084 0.0114202562524705
"1415885_at" 3.49143615602127 0.0111688328383084 0.0227069586684179
"1415886_at" 3.49143615602127 0.0111688328383084 0.0146310146776872
"1415887_at" 3.49143615602127 0.0111688328383084 0.0103361305625647
"1415888_at" 3.49143615602127 0.0111688328383084 0.0163612267393795
"1415889_a_at" 3.49143615602127 0.0111688328383084 0.0178674622358805
"1415890_at" 3.49143615602127 0.0111688328383084 0.0172246033538513
"1415891_at" 3.49143615602127 0.0111688328383084 0.00758025201107148
"1415892_at" 3.49143615602127 0.0111688328383084 0.00805440576394094
"1415893_at" 3.49143615602127 0.0111688328383084 0.00939764665775169
"1415894_at" 3.49143615602127 0.0111688328383084 0.0191731101647073
"1415895_at" 3.49143615602127 0.0111688328383084 0.00815268950788238
"1415896_x_at" 3.49143615602127 0.0111688328383084 0.00804254097255416
"1415897_a_at" 3.49143615602127 0.0111688328383084 0.0895551383114901
"1415898_at" 3.49143615602127 0.0111688328383084 0.00595445134313513
"1415899_at" 3.49143615602127 0.0111688328383084 0.0245857499905663
"1415900_a_at" 3.49143615602127 0.0111688328383084 0.0130556988979247
"1415901_at" 3.49143615602127 0.0111688328383084 0.00590991916681325
"1415902_at" 3.49143615602127 0.0111688328383084 0.0102924196332889
"1415903_at" 3.49143615602127 0.0111688328383084 0.0102141190158656
"1415904_at" 3.49143615602127 0.0111688328383084 0.00913641964524233
"1415905_at" 3.49143615602127 0.0111688328383084 0.0142064272418111
"1415906_at" 3.49143615602127 0.0111688328383084 0.0399209804628817
"1415907_at" 3.49143615602127 0.0111688328383084 0.00991660473475076
"1415908_at" 3.49143615602127 0.0111688328383084 0.0123628035307022
"1415909_at" 3.49143615602127 0.0111688328383084 0.0125439257967757
"1415910_s_at" 3.49143615602127 0.0111688328383084 0.0125246483053074
"1415911_at" 3.49143615602127 0.0111688328383084 0.0221754547698735
"1415912_a_at" 3.49143615602127 0.0111688328383084 0.0148665391415838
"1415913_at" 3.49143615602127 0.0111688328383084 0.0163615827099732
"1415914_at" 3.49143615602127 0.0111688328383084 0.00626976081072798
"1415915_at" 3.49143615602127 0.0111688328383084 0.00711065868212014
"1415916_a_at" 3.49143615602127 0.0111688328383084 0.00656674911560178
"1415917_at" 3.49143615602127 0.0111688328383084 0.0169422264483442
"1415918_a_at" 3.49143615602127 0.0111688328383084 0.038163230773503
"1415919_at" 3.49143615602127 0.0111688328383084 0.0234756537094009
"1415920_at" 3.49143615602127 0.0111688328383084 0.0260526091678623
"1415921_a_at" 3.49143615602127 0.0111688328383084 0.0137560510712635
"1415922_s_at" 3.49143615602127 0.0111688328383084 0.00902956892729236
"1415923_at" 3.49143615602127 0.0111688328383084 0.0295385364206327
"1415924_at" 3.49143615602127 0.0111688328383084 0.00830663941847092
"1415925_a_at" 3.49143615602127 0.0111688328383084 0.0126587563386136
"1415926_at" 3.49143615602127 0.0111688328383084 0.0252815703843114
"1415927_at" 3.49143615602127 0.0111688328383084 0.149060473230533
"1415928_a_at" 3.49143615602127 0.0111688328383084 0.0063155490230361
"1415929_at" 3.49143615602127 0.0111688328383084 0.0185025644179219
"1415930_a_at" 3.49143615602127 0.0111688328383084 0.0156460614617997
"1415931_at" 3.49143615602127 0.0111688328383084 0.00730900774461006
"1415932_x_at" 3.49143615602127 0.0111688328383084 0.0149971766103702
"1415933_a_at" 3.49143615602127 0.0111688328383084 0.00544064680971495
"1415934_at" 3.49143615602127 0.0111688328383084 0.00615953046583039
"1415935_at" 3.49143615602127 0.0111688328383084 0.0146198511722392
"1415936_at" 3.49143615602127 0.0111688328383084 0.00938022048354022
"1415937_s_at" 3.49143615602127 0.0111688328383084 0.0078128034727706
"1415938_at" 3.49143615602127 0.0111688328383084 0.0127700912552811
"1415939_at" 3.49143615602127 0.0111688328383084 0.0576110629282728
"1415940_at" 3.49143615602127 0.0111688328383084 0.0105756808419877
"1415941_s_at" 3.49143615602127 0.0111688328383084 0.0104580296605441
"1415942_at" 3.49143615602127 0.0111688328383084 0.00831485317444038
"1415943_at" 3.49143615602127 0.0111688328383084 0.0356008870743318
"1415944_at" 3.49143615602127 0.0111688328383084 0.00835502842439295
"1415945_at" 3.49143615602127 0.0111688328383084 0.0121115911841688
"1415946_at" 3.49143615602127 0.0111688328383084 0.00875967376362456
"1415947_at" 3.49143615602127 0.0111688328383084 0.0281228918394811
"1415948_at" 3.49143615602127 0.0111688328383084 0.0309535303331187
"1415949_at" 3.49143615602127 0.0111688328383084 0.0210180521331603
"1415950_a_at" 3.49143615602127 0.0111688328383084 0.0089308856263007
"1415951_at" 3.49143615602127 0.0111688328383084 0.0159184260135747
"1415952_at" 3.49143615602127 0.0111688328383084 0.0135977459784823
"1415953_s_at" 3.49143615602127 0.0111688328383084 0.0128230968137163
"1415954_at" 3.49143615602127 0.0111688328383084 0.00953827575636898
"1415955_x_at" 3.49143615602127 0.0111688328383084 0.00765960083518376
"1415956_a_at" 3.49143615602127 0.0111688328383084 0.0406655993004796
"1415957_a_at" 3.49143615602127 0.0111688328383084 0.0278399355292248
"1415958_at" 3.49143615602127 0.0111688328383084 0.00959318208914717
"1415959_at" 3.49143615602127 0.0111688328383084 0.191476977274288
"1415960_at" 3.49143615602127 0.0111688328383084 0.0062487420352775
"1415961_at" 3.49143615602127 0.0111688328383084 0.0124105684373341
"1415962_at" 3.49143615602127 0.0111688328383084 0.00884724417742827
"1415963_at" 3.49143615602127 0.0111688328383084 0.00592896872485501
"1415964_at" 3.49143615602127 0.0111688328383084 0.249433684315157
"1415965_at" 3.49143615602127 0.0111688328383084 0.103595081899686
"1415966_a_at" 3.49143615602127 0.0111688328383084 0.00784756523544788
"1415967_at" 3.49143615602127 0.0111688328383084 0.00745146374183599
"1415968_a_at" 3.49143615602127 0.0111688328383084 0.00882664516234223
"1415969_s_at" 3.49143615602127 0.0111688328383084 0.00666027633415047
"1415970_at" 3.49143615602127 0.0111688328383084 0.00643075080486991
"1415971_at" 3.49143615602127 0.0111688328383084 0.0566936975228489
"1415972_at" 3.49143615602127 0.0111688328383084 0.0538277145214115
"1415973_at" 3.49143615602127 0.0111688328383084 0.0394337321091382
"1415974_at" 3.49143615602127 0.0111688328383084 0.0112971887657655
"1415975_at" 3.49143615602127 0.0111688328383084 0.0555222633269384
"1415976_a_at" 3.49143615602127 0.0111688328383084 0.0160637397546415
"1415977_at" 3.49143615602127 0.0111688328383084 0.0124783773415903
"1415978_at" 3.49143615602127 0.0111688328383084 0.0133491327454846
"1415979_x_at" 3.49143615602127 0.0111688328383084 0.00701463544463391
"1415980_at" 3.49143615602127 0.0111688328383084 0.0147230116108047
"1415981_at" 3.49143615602127 0.0111688328383084 0.0107416858678362
"1415982_at" 3.49143615602127 0.0111688328383084 0.0182543025003444
"1415983_at" 3.49143615602127 0.0111688328383084 0.0119580281832392
"1415984_at" 3.49143615602127 0.0111688328383084 0.00690551015753773
"1415985_at" 3.49143615602127 0.0111688328383084 0.00961208628699607
"1415986_at" 3.49143615602127 0.0111688328383084 0.0118808343804413
"1415987_at" 3.49143615602127 0.0111688328383084 0.0122068405470099
"1415988_at" 3.49143615602127 0.0111688328383084 0.11606176286225
"1415989_at" 3.49143615602127 0.0111688328383084 0.0111158955522917
"1415990_at" 3.49143615602127 0.0111688328383084 0.00805689609341226
"1415991_a_at" 3.49143615602127 0.0111688328383084 0.00766797639480716
"1415992_at" 3.49143615602127 0.0111688328383084 0.00742406628516919
"1415993_at" 3.49143615602127 0.0111688328383084 0.00846263179492102
"1415994_at" 3.49143615602127 0.0111688328383084 0.418396006412283
"1415995_at" 3.49143615602127 0.0111688328383084 0.0112620370491911
"1415996_at" 3.49143615602127 0.0111688328383084 0.0495665009063859
"1415997_at" 3.49143615602127 0.0111688328383084 0.10569377531725
"1415998_at" 3.49143615602127 0.0111688328383084 0.0542113136973874
"1415999_at" 3.49143615602127 0.0111688328383084 0.0468517056860591
"1416000_a_at" 3.49143615602127 0.0111688328383084 0.0131886171939446
"1416001_a_at" 3.49143615602127 0.0111688328383084 0.0109243030674022
"1416002_x_at" 3.49143615602127 0.0111688328383084 0.0075686543818934
"1416003_at" 3.49143615602127 0.0111688328383084 0.0102331955498959
"1416004_at" 3.49143615602127 0.0111688328383084 0.0071438686889916
"1416005_at" 3.49143615602127 0.0111688328383084 0.00707890430816367
"1416006_at" 3.49143615602127 0.0111688328383084 0.0159029596632092
"1416007_at" 3.49143615602127 0.0111688328383084 0.0256999711653752
"1416008_at" 3.49143615602127 0.0111688328383084 0.0155360023244939
"1416009_at" 3.49143615602127 0.0111688328383084 0.0192699429039715
"1416010_a_at" 3.49143615602127 0.0111688328383084 0.0303549782350565
"1416011_x_at" 3.49143615602127 0.0111688328383084 0.0156872639886848
"1416012_at" 3.49143615602127 0.0111688328383084 0.00876067507765832
"1416013_at" 3.49143615602127 0.0111688328383084 0.0076050725371921
"1416014_at" 3.49143615602127 0.0111688328383084 0.00656740417845164
"1416015_s_at" 3.49143615602127 0.0111688328383084 0.00847368011321763
"1416016_at" 3.49143615602127 0.0111688328383084 0.0455768639030748
"1416017_at" 3.49143615602127 0.0111688328383084 0.00733416624306948
"1416018_at" 3.49143615602127 0.0111688328383084 0.0124639397766608
"1416019_at" 3.49143615602127 0.0111688328383084 0.135826769729574
"1416020_a_at" 3.49143615602127 0.0111688328383084 0.0073993983121169
"1416021_a_at" 3.49143615602127 0.0111688328383084 0.10510893002535
"1416022_at" 3.49143615602127 0.0111688328383084 0.139506699911102
"1416023_at" 3.49143615602127 0.0111688328383084 0.0168807046630069
"1416024_x_at" 3.49143615602127 0.0111688328383084 0.0112896416951389
"1416025_at" 3.49143615602127 0.0111688328383084 0.00621708338577936
"1416026_a_at" 3.49143615602127 0.0111688328383084 0.00861753931962256
"1416027_at" 3.49143615602127 0.0111688328383084 0.0206278817079507
"1416028_a_at" 3.49143615602127 0.0111688328383084 0.0076304568844921
"1416029_at" 3.49143615602127 0.0111688328383084 0.0949580370634769
"1416030_a_at" 3.49143615602127 0.0111688328383084 0.0108830639315389
"1416031_s_at" 3.49143615602127 0.0111688328383084 0.00564942560849996
"1416032_at" 3.49143615602127 0.0111688328383084 0.0469440496063354
"1416033_at" 3.49143615602127 0.0111688328383084 0.0589491291779852
"1416034_at" 3.49143615602127 0.0111688328383084 0.184878075258536
"1416035_at" 3.49143615602127 0.0111688328383084 0.0221963198340586
"1416036_at" 3.49143615602127 0.0111688328383084 0.0163730784072042
"1416037_a_at" 3.49143615602127 0.0111688328383084 0.00901538272680584
"1416038_at" 3.49143615602127 0.0111688328383084 0.0123524240843098
"1416039_x_at" 3.49143615602127 0.0111688328383084 0.0388527543435637
"1416040_at" 3.49143615602127 0.0111688328383084 0.0147812086080614
"1416041_at" 3.49143615602127 0.0111688328383084 0.058690356063437
"1416042_s_at" 3.49143615602127 0.0111688328383084 0.0111332009017381
"1416043_at" 3.49143615602127 0.0111688328383084 0.0109175220874652
"1416044_at" 3.49143615602127 0.0111688328383084 0.00899925763739946
"1416045_a_at" 3.49143615602127 0.0111688328383084 0.0162255265542277
"1416046_a_at" 3.49143615602127 0.0111688328383084 0.0242863358295089
"1416047_at" 3.49143615602127 0.0111688328383084 0.00660921488652332
"1416048_at" 3.49143615602127 0.0111688328383084 0.00876649644799848
"1416049_at" 3.49143615602127 0.0111688328383084 0.00763947960423022
"1416050_a_at" 3.49143615602127 0.0111688328383084 0.0741156872531708
"1416051_at" 3.49143615602127 0.0111688328383084 0.0125107300429019
"1416052_at" 3.49143615602127 0.0111688328383084 0.00896291866237748
"1416053_at" 3.49143615602127 0.0111688328383084 0.043180851424743
"1416054_at" 3.49143615602127 0.0111688328383084 0.00711643422920853
"1416055_at" 3.49143615602127 0.0111688328383084 0.00825736801192022
"1416056_a_at" 3.49143615602127 0.0111688328383084 0.00747796867482904
"1416057_at" 3.49143615602127 0.0111688328383084 0.00585674852428132
"1416058_s_at" 3.49143615602127 0.0111688328383084 0.00560463807907875
"1416059_at" 3.49143615602127 0.0111688328383084 0.018954009799728
"1416060_at" 3.49143615602127 0.0111688328383084 0.0073410819065241
"1416061_at" 3.49143615602127 0.0111688328383084 0.0175951569566009
"1416062_at" 3.49143615602127 0.0111688328383084 0.0701996750810472
"1416063_x_at" 3.49143615602127 0.0111688328383084 0.0079149044965524
"1416064_a_at" 3.49143615602127 0.0111688328383084 0.0329470385529044
"1416065_a_at" 3.49143615602127 0.0111688328383084 0.0781317091784313
"1416066_at" 3.49143615602127 0.0111688328383084 0.110325398585346
"1416067_at" 3.49143615602127 0.0111688328383084 0.0209156785719987
"1416068_at" 3.49143615602127 0.0111688328383084 0.0118046301201068
"1416069_at" 3.49143615602127 0.0111688328383084 0.0111200934659441
"1416070_a_at" 3.49143615602127 0.0111688328383084 0.0078130829233526
"1416071_at" 3.49143615602127 0.0111688328383084 0.0220169588471536
"1416072_at" 3.49143615602127 0.0111688328383084 0.0652613966023097
"1416073_a_at" 3.49143615602127 0.0111688328383084 0.00963900477906275
